post,url
2017-04-11-daily-digest-11-4-2017-closed-borders-brought-us-back-to-times-of-slave-trade-c9864c7cb529.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/17903041_1853220508229355_1745844368339632128_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=776239&_nc_ohc=tvdqAuqV1FMAX_wdcQq&_nc_ht=scontent.flis6-1.fna&oh=00_AfAg_Rmswao_Txz9g-5v6WccgG3YjqlAygS_IyxVSv2nSg&oe=639A5F4D
2017-04-11-daily-digest-11-4-2017-closed-borders-brought-us-back-to-times-of-slave-trade-c9864c7cb529.md,https://scontent.flis6-1.fna.fbcdn.net/v/t31.18172-8/17834356_1366656993394444_249835594970870118_o.jpg?stp=dst-jpg_p206x206&_nc_cat=109&ccb=1-7&_nc_sid=0cb389&_nc_ohc=hBOHo6M-3kwAX8K84YQ&_nc_ht=scontent.flis6-1.fna&oh=00_AfBpC32d63p0oXWkZDI-K7w1I2B0VXL1OSKKiQqo2MH2Ow&oe=63BD6CD7
2017-04-11-daily-digest-11-4-2017-closed-borders-brought-us-back-to-times-of-slave-trade-c9864c7cb529.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/17902284_10213391844858983_9053429655649910784_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=776239&_nc_ohc=BQw4QTSoohoAX9Cwk-D&_nc_ht=scontent.flis6-1.fna&oh=00_AfBQGzaAi9494ChBVg8Xjtfpom2GgKqrwvuWcUWHmtKTNw&oe=639AC67C
2017-04-15-ays-daily-digest-14-04-2017-thousands-rescued-from-the-sea-e1be365614c2.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/17883463_2011858415622206_1181457228666765312_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=776239&_nc_ohc=eFPKdXs1y6gAX9cCZIM&_nc_ht=scontent.flis6-1.fna&oh=00_AfBMqZY-u6RBZMrCm6RRES3kZFUndyzN71i6xgzqeLsJBw&oe=639ACBDF
2017-04-19-ays-daily-digest-18-4-17-a-letter-from-the-inside-of-the-detention-camp-in-hungary-926c86187b8c.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18036198_238653819873035_4321242454217981952_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=776239&_nc_ohc=uOu8ntzQeoMAX-jTMAh&_nc_ht=scontent.flis6-1.fna&oh=00_AfAAwj-8MLZpAnCQZc-tLGH-vO-8mGC_FvbUlkoKT4DJtQ&oe=639B2EF5
2017-04-22-ays-daily-news-digest-21-04-2017-fascists-arrested-following-assaults-at-souda-camp-4f2f6a385d24.md,https://scontent.flis6-1.fna.fbcdn.net/v/t1.18169-9/17991103_1896131780662244_8833624669811385629_n.jpg?stp=dst-jpg_p240x240&_nc_cat=100&ccb=1-7&_nc_sid=0cb389&_nc_ohc=ortgJrKsyjQAX-a0_mz&_nc_ht=scontent.flis6-1.fna&oh=00_AfAsi49D-EH1oFiNeWeAhWBw8SOalohgeUZ3162CTdX_ow&oe=63BD8C61
2017-04-23-ays-daily-news-digest-22-04-2017-refugee-minors-sexually-exploited-in-greece-7be427ce2325.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18094293_1422769464428429_3026298218062282752_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=776239&_nc_ohc=t83yxUo5jC0AX-lkZhf&_nc_ht=scontent.flis6-1.fna&oh=00_AfAb6bnQBaxG9ZKvZq2PmI1drdB4PEduXmK7RaLJFxHVPg&oe=639B796C
2017-04-25-ays-daily-news-digest-24-04-2017-un-reports-on-widespread-torture-in-afghanistan-3381d371f7a3.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18137153_1897427023866053_4563378060233015296_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=776239&_nc_ohc=71jEd0SKpRIAX_CctpP&_nc_ht=scontent.flis6-1.fna&oh=00_AfAR4DdrkTYYGUrOQG-x6v7LtkqBbn-yHj8Bns32rN7XWw&oe=639A6783
2017-04-26-ays-daily-news-digest-25-04-2017-1971890c9ebd.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18137473_693485267505456_265912755419086848_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=776239&_nc_ohc=OEHg5s0ja6cAX9ti1UE&_nc_ht=scontent.flis6-1.fna&oh=00_AfD1CT6iTlTU-1PXrUp5234Vepg1s-rN85gDBW_qfEJeBQ&oe=639AFBFA
2017-04-26-ays-daily-news-digest-25-04-2017-1971890c9ebd.md,https://scontent.flis6-1.fna.fbcdn.net/v/t31.18172-8/18121090_1674091656220114_2335562299588845021_o.jpg?stp=dst-jpg_s320x320&_nc_cat=100&ccb=1-7&_nc_sid=0cb389&_nc_ohc=fH8la7T2Z5MAX9kE2WX&_nc_ht=scontent.flis6-1.fna&oh=00_AfA8CZ4PoMNklWJEezzLeh-MblcTaV2_oTK29Tcs-ZYwRw&oe=63BD7922
2017-04-26-ays-daily-news-digest-25-04-2017-1971890c9ebd.md,https://scontent.flis6-1.fna.fbcdn.net/v/t1.18169-9/18156905_696738607165417_7284566166080470142_n.jpg?stp=dst-jpg_p168x128&_nc_cat=108&ccb=1-7&_nc_sid=0cb389&_nc_ohc=42jSwtpzOnEAX8fenpE&_nc_ht=scontent.flis6-1.fna&oh=00_AfAZ6Hdc4DQjvUWnVTmB_H26OiEX6pF6Rr6lw5NY2DWaqA&oe=63BD914F
2017-04-26-ays-daily-news-digest-25-04-2017-1971890c9ebd.md,https://scontent.flis6-1.fna.fbcdn.net/v/t31.18172-8/18076699_1520612894637646_5954927546093512991_o.jpg?stp=dst-jpg_p173x172&_nc_cat=110&ccb=1-7&_nc_sid=0cb389&_nc_ohc=4lHJjvqEP3YAX_Bw_z3&_nc_ht=scontent.flis6-1.fna&oh=00_AfDEFyXntRupAcfMFLhM30Guf12WoyZMppw2x0roQDVFtg&oe=63BD7307
2017-05-04-ays-daily-digest-03-05-2017-families-held-in-kalamata-6ff2c68c5880.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18300673_841853182635645_2522545098802069504_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=776239&_nc_ohc=lmZzF_q5KfwAX8WYloZ&_nc_ht=scontent.flis6-1.fna&oh=00_AfCsaXUKFto0L66-2x57aqCaS6vFAYYbVUKxLB-NVitqxg&oe=639AC4E9
2017-05-06-ays-daily-digest-05-05-2017-forcible-returns-are-a-huge-cost-for-the-eu-b7f5ba2edae2.md,https://scontent.flis6-1.fna.fbcdn.net/v/t31.18172-8/18320652_1863873583830714_4251966126944305986_o.jpg?stp=dst-jpg_s851x315&_nc_cat=103&ccb=1-7&_nc_sid=0cb389&_nc_ohc=wN-gLsx-w6wAX89Xbwc&_nc_ht=scontent.flis6-1.fna&oh=00_AfAaY_5l7uNOi2f3iNO3IbYjnGNXJyz01n-iwn49RpOGlA&oe=63BD920F
2017-05-09-ays-daily-digest-08-05-17-6000-arrivals-by-sea-this-weekend-at-least-193-lives-lost-7c8e127f4c53.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18407796_10155345855119241_8095236354721447936_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=776239&_nc_ohc=gL7jmDVxpvwAX_yy1zE&_nc_ht=scontent.flis6-1.fna&oh=00_AfDboxip1kgzVJvCagT6DHWAj7oN7kREINwehmEoaJnK7A&oe=639BF1DF
2017-05-11-ays-daily-digest-10-05-2017-money-talks-humans-silenced-452c1f76e18.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18442728_700457616808221_2583691770806140928_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=776239&_nc_ohc=WNTbNfrSCuoAX9CABrg&_nc_ht=scontent.flis6-1.fna&oh=00_AfCfuP5CxGCYHlSb6z2pCZufQu_lVl_qtd824IXzvQf1aQ&oe=639A6882
2017-05-12-ays-daily-digest-11-05-2017-naval-force-jeopardizes-volunteers-and-refugees-7fce91d841b0.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18466957_1865826313635441_3964975329331642368_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=776239&_nc_ohc=JwzMXxIfMOQAX_i8Ry2&_nc_ht=scontent.flis6-1.fna&oh=00_AfAmvSKf84C9ZChK0SPXGyw4WWWliSPG8dx-paJbWBgPOA&oe=639B0559
2017-05-17-ays-daily-digest-16-5-2017-lgbtqi-refugees-voices-unheeded-945c42f31216.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18534817_749609271907775_5100056699432075264_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=776239&_nc_ohc=_WT2eEsybwUAX-QwxLe&_nc_ht=scontent.flis6-1.fna&oh=00_AfDKRhb4hYfiS1iH-Fd4sjlQApe8Yo5rxBDkYwv-t3QKkA&oe=639B71D2
2017-05-17-ays-daily-digest-16-5-2017-lgbtqi-refugees-voices-unheeded-945c42f31216.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18555486_358369367894687_5769599254284730368_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=776239&_nc_ohc=ObBysOoQLVwAX91gyZz&_nc_ht=scontent.flis6-1.fna&oh=00_AfDYVj1nhDZXAhUojEiVGr5_FJs8rvSEWgEKI5MI_WguOw&oe=639BF6FB
2017-05-18-ays-daily-digest-17-5-2017-european-countries-criticized-and-urged-to-meet-obligations-53aed9eaf96f.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18555719_654636384736329_7968711617523220480_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=776239&_nc_ohc=MTl77_hCB44AX-PQW4o&_nc_ht=scontent.flis6-1.fna&oh=00_AfBmKprQYXrigIIDW5hJhKR0uJJNConGWOmye9oxMTj8zQ&oe=639B30F7
2017-05-20-ays-20-05-2017-desperate-living-conditions-for-refugees-in-serbia-9cfef314e118.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18619183_1412801992122604_7082394370955018240_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=776239&_nc_ohc=v499orTmDqMAX-neRmG&_nc_ht=scontent.flis6-1.fna&oh=00_AfC_zqj4a9EdVbL3Cz1VDpIoQ0RxB83nqJ0r7BnJrxPByw&oe=639A97EB
2017-05-20-ays-daily-digest-19-05-2017-police-brutality-returns-capitalizing-upon-media-short-attention-span-5efbbf99e9c9.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18619376_297649520675104_8939255277299957760_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=776239&_nc_ohc=TEQEDFsd7kcAX9GrI_I&_nc_ht=scontent.flis6-1.fna&oh=00_AfCsQDdJvy9ZqRoKYvyI21zb_Ri7n0UPJZCHoGql1_H9_A&oe=639A18E4
2017-05-20-ays-daily-digest-19-05-2017-police-brutality-returns-capitalizing-upon-media-short-attention-span-5efbbf99e9c9.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18597802_1819147468404723_4755066732735889408_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=776239&_nc_ohc=3QXu8Xf7eNgAX9aKREZ&_nc_oc=AQljjwx5FPhwx6WwfmP2_e2wsfdNYThCvqAf7KA7q7eIj8iYnuy7SXV-wsGJpCL8CJk&_nc_ht=scontent.flis6-1.fna&oh=00_AfCOsw38u0qTgkYCDohxXFiPsvY3RZcn2HIaqH3qM3PjEA&oe=639A2C30
2017-05-20-ays-daily-digest-19-05-2017-police-brutality-returns-capitalizing-upon-media-short-attention-span-5efbbf99e9c9.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18599152_1339102029499879_3367416847266742272_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=776239&_nc_ohc=NzmRZDFuTvwAX8P0WQt&_nc_ht=scontent.flis6-1.fna&oh=00_AfDpDVkFqH0qq1RNVXYhtUc4WPq7cn2OkP7O6Dq3f1yZfA&oe=639A7295
2017-05-23-ays-news-digest-22-5-17-growing-uncertainty-among-those-being-re-moved-f453b9c86052.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18694963_10155349330593620_5347442787002351616_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=776239&_nc_ohc=fhyE-3JhkVMAX_ZBmW_&_nc_ht=scontent.flis6-1.fna&oh=00_AfBkIPs_vZFUqXb6B3aHxHJakHuhpnQ8bYjirIbfC451iQ&oe=639B4D79
2017-05-24-ays-daily-digest-23-05-2017-human-rights-are-at-risk-in-greece-d929d49a0256.md,https://scontent.flis6-1.fna.fbcdn.net/v/t1.18169-9/18582267_672766449599258_832674326020214664_n.png?stp=dst-png_s320x320&_nc_cat=105&ccb=1-7&_nc_sid=0cb389&_nc_ohc=Fvdk7qP7bocAX8CZ5J8&_nc_ht=scontent.flis6-1.fna&oh=00_AfAho0-gOIe47-h_Fwb_ZhppWWDvwQnJNZN4N5K_cDHuBw&oe=63BD757C
2017-05-26-ays-daily-digest-25-5-2017-chios-is-at-breaking-point-ed39185ae07d.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18737344_1964056517163100_6991365025902362624_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=776239&_nc_ohc=0XcehHYe9PUAX_h-j7s&_nc_ht=scontent.flis6-1.fna&oh=00_AfBfddSFBhj5uMLCTKTWypKjcI2cTL3nnO-uL2EKnJjLfQ&oe=639BD435
2017-05-27-ays-daily-digest-26-05-17-g7-summit-opens-as-rescue-ship-enters-distress-nearby-dafe2b653fce.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18761702_1965108280391257_4805367341007241216_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=776239&_nc_ohc=YuiI5o0hnWoAX8A-fJi&_nc_ht=scontent.flis6-1.fna&oh=00_AfCNlvTwFIfyZvgGtDmi8XLXFMDWux_IObtEvaDPwWNb3Q&oe=639A0B94
2017-05-27-ays-daily-digest-26-05-17-g7-summit-opens-as-rescue-ship-enters-distress-nearby-dafe2b653fce.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18737677_1442504875837881_1324995237562548224_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=776239&_nc_ohc=sNGI6QGaJHgAX_SMdox&_nc_ht=scontent.flis6-1.fna&oh=00_AfBmoUudlI6GEwdjfLk9mJoGbPqiO_8yi7xuqkgulGTKdA&oe=639AC54D
2017-06-03-ays-daily-digest-2-6-2017-elliniko-camp-evacuated-487fe0bf723b.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18896399_140717489810681_3657903193645383680_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=776239&_nc_ohc=bjLfCORLQXsAX_1-a8r&_nc_ht=scontent.flis6-1.fna&oh=00_AfAfy7uzX3pJ_hf5j3RF4qvM84wguWDx184cBj0TGNOOWA&oe=639B01B8
2017-06-05-ays-daily-digest-4-6-2017-heavy-fire-in-swedish-refugee-accomodation-9625cf00533e.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/18948575_1876597559224983_8864969699042000896_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=776239&_nc_ohc=3hRA1eRYPe8AX8dQUEQ&_nc_ht=scontent.flis6-1.fna&oh=00_AfAwIeSapqMAXKQj2ws3id9fyn_tS6D2icrN6jO3vshjWQ&oe=639BB061
2017-06-10-ays-daily-digest-10-06-2017-pregnant-woman-and-31-children-among-rescued-in-the-sea-e3f150486621.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19106172_113224642609709_9167390410916495360_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=776239&_nc_ohc=XKyrQYyWQaAAX8-3Wi-&_nc_ht=scontent.flis6-1.fna&oh=00_AfC9TBD_SOs-wlw3mefaah2vx0VLX9BofErjM4SvaYV3yA&oe=639BAF28
2017-06-10-ays-daily-digest-9-06-17-facing-down-fortress-europe-ae4222f4c67e.md,https://scontent.flis6-1.fna.fbcdn.net/v/t31.18172-8/19055175_2051363241671723_9009613850312316808_o.jpg?stp=dst-jpg_s851x315&_nc_cat=108&ccb=1-7&_nc_sid=0cb389&_nc_ohc=GAbJi6F1HEoAX-akL34&_nc_ht=scontent.flis6-1.fna&oh=00_AfBJ6X6It-mpW306uM0ivN5FW_CNniemOZtanxXk78mT7A&oe=63BD6E19
2017-06-14-ays-daily-digest-13-06-17-shocking-treatment-of-people-in-the-hungarian-tranzit-zone-e5359c2cbaa6.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19198122_1880754462142626_6875892562406670336_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=776239&_nc_ohc=RQ1Sn6xBOQEAX8P09lW&_nc_ht=scontent.flis6-1.fna&oh=00_AfDJBeOUVHOGo7ndkIhjBhJa5fOnHIK_wupTboznnXm_ig&oe=639ADDC2
2017-06-17-ays-daily-digest-16-06-2017-controversy-over-rescuers-but-they-keep-saving-lives-6d251c3cf1a8.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19281562_444618489232163_3065151261021044736_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=776239&_nc_ohc=5PMSWELG-1gAX9icBBM&_nc_ht=scontent.flis6-1.fna&oh=00_AfBd1mNFU5mC2diIWV2DpxyGzjMq-qTYMvZpgehzWCeAcQ&oe=639A927D
2017-06-18-ays-daily-digest-17-6-2017-imminent-deportations-from-france-to-afghanistan-f484bea1bec4.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19291810_1822803254704455_1902908857043124224_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=776239&_nc_ohc=UfShuhwFO68AX8kXy5G&_nc_ht=scontent.flis6-1.fna&oh=00_AfDZR1lATxExMu6985xb44JdYw_jsEtfUJCZ15fWSOBSCQ&oe=639A9ECE
2017-06-20-ays-daily-digest-19-6-17-rome-evicts-its-refugees-people-choosing-death-over-return-to-libya-8d49d67b74e1.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19332038_1368472543229494_7790779579240546304_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=776239&_nc_ohc=Jqz0EOKfhZYAX8rS0KC&_nc_ht=scontent.flis6-1.fna&oh=00_AfDIBW8v_2vos_ZSd3gt31unlfQxducxwTnQYWEp7hDBvQ&oe=639BD7E2
2017-06-24-ays-daily-digest-23-06-fences-do-not-contain-souls-squat-evictions-in-greece-2940805af8a6.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/17838060_705428799641856_6092100235348148224_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=776239&_nc_ohc=KkpY8Xaid-oAX_K7i2L&_nc_ht=scontent.flis6-1.fna&oh=00_AfCHBiDJL_DCN6OepWBF4gg0brBo0rg-wHUv0C8mBILlkw&oe=639B36E8
2017-06-26-ays-daily-digest-26-06-2017-hundreds-of-refugees-on-march-from-italy-to-france-609b38367432.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19524193_472514196441833_6607642825087516672_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=776239&_nc_ohc=ZkFyCucxoaMAX-wAT5k&_nc_ht=scontent.flis6-1.fna&oh=00_AfCA-FqMjHbBh4ArqJWtvJsF4uQ_dDkiXOdJWVoYTXVkVA&oe=639B1110
2017-06-30-ays-daily-digest-29-6-17-eu-funds-for-refugee-support-in-turkey-are-used-to-detain-and-deport-them-b9f02cead802.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19640050_451447218549290_224815673652543488_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=776239&_nc_ohc=dAS3tbOP5L8AX9gLPoV&_nc_ht=scontent.flis6-1.fna&oh=00_AfB7BrKhX29lcfUSAYeKa5ZjpMpNZ0w8U-jFad9JFl-9Vg&oe=639A1ADF
2017-07-01-ays-digest-30-06-questioning-values-c1d18aa5bbe8.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19647269_654303681435960_6316888953785942016_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=776239&_nc_ohc=Z-eU0F97k5MAX-l5d8H&_nc_ht=scontent.flis6-1.fna&oh=00_AfBH-nj17xoF2mCWG1g-OLLWs7gzO4pUqnbP6KIqPCqaYA&oe=639B4F34
2017-07-04-ays-daily-digest-03-07-2017-italy-europe-agreements-over-refugees-lives-b5c4352829d5.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19776821_1985511291684289_404944755210846208_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=776239&_nc_ohc=eC398WnDDmkAX-Ydgcy&_nc_ht=scontent.flis6-1.fna&oh=00_AfBzXyleYylkJyMizU0haBY_3SqsJoMtVQPMVXwX-MsBbA&oe=639AAC51
2017-07-05-ays-daily-digest-04-07-2017-slow-procedures-put-peoples-health-at-risk-ee9d852fc37.md,https://scontent.flis6-1.fna.fbcdn.net/v/t31.18172-8/19620465_451504558559421_7307511231157789163_o.jpg?stp=dst-jpg_p261x260&_nc_cat=106&ccb=1-7&_nc_sid=0cb389&_nc_ohc=cSUIk6uX_I4AX8YRVnz&_nc_ht=scontent.flis6-1.fna&oh=00_AfCdDzKAU-usEtW4n4h5xrltQZmHLovQDzn0EFo-B1-2tw&oe=63BD6CAE
2017-07-12-ays-daily-digest-11-7-17-cutting-the-legs-of-solidarity-outside-the-official-camps-8fc96c54f9bf.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/19983143_1064575957011272_29814876989816832_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=776239&_nc_ohc=43jEPBO9YCQAX9j5Zaz&_nc_ht=scontent.flis6-1.fna&oh=00_AfCi9u0lX6PGor51rspZGQPW9lOpHqiiP7k-tnngTl6PHw&oe=639BCA05
2017-07-17-ays-daily-digest-17-7-17-the-situation-at-sea-continues-to-degenerate-10fa51fb3937.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20173682_1465601620166647_3791355575653105664_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=776239&_nc_ohc=6GIUIlqaqAIAX9G_dHe&_nc_ht=scontent.flis6-1.fna&oh=00_AfCZ88geLBz-aMggrjfR1XBrGADCba90XoXwE6eDI4qkvA&oe=639BC12E
2017-07-23-ays-daily-digest-22-07-2017-what-stemming-the-tide-really-means-78699e85ee72.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20269761_10155083793754355_6783656864119783424_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=776239&_nc_ohc=Pd6v09LuFcYAX8zEhdm&_nc_ht=scontent.flis6-1.fna&oh=00_AfDapr4s5qi3GfF14jBYEE0pcOqyd8mi8AzCfIeOsnDRDw&oe=639AD824
2017-07-24-ays-daily-digest-23-07-2017-moria-hunger-strike-continues-6ce43f4e8307.md,https://pbs.twimg.com/media/DFb7HSsXUAAr2Zl.jpg
2017-07-24-ays-daily-digest-24-07-2017-terror-and-uncertainty-on-lesvos-d8f7de15942b.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20392098_487645268262059_6121201155629383680_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=776239&_nc_ohc=fu01PNi8KTYAX-BAeY0&_nc_oc=AQmB1dzDr6BM2VkV-v5nD7wSVORMX1E5ak2KGfu1KCeeecgqV_gmaq5wUXYCQ9LtqP0&_nc_ht=scontent.flis6-1.fna&oh=00_AfD0ElWrVEiEi1-dEETYq20R8CBPCTjFxvw55Nfj6FbfNQ&oe=639B8EED
2017-08-03-ays-daily-digest-02-08-17-put-an-end-to-policies-separating-families-292e0c34a7de.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20619168_1751655205126815_4686414334799118336_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=776239&_nc_ohc=hHimGVQP_V8AX8meKuw&_nc_ht=scontent.flis6-1.fna&oh=00_AfDpMTzlrZi0M3GKD_T33qGKne8pnXcP1ge7nFRvX2MfZQ&oe=639ABE4C
2017-08-08-ays-daily-digest-08-08-17-afghan-youths-in-sweden-have-had-enough-of-the-deportations-192aac4fa6be.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20730823_712013449007891_8427045298714443776_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=776239&_nc_ohc=GIyE2onOGy8AX-LE7QO&_nc_ht=scontent.flis6-1.fna&oh=00_AfCilHPp8ghJuSFJ1y3BTMG_wt_r_s5fRFs0XI4g1PjLNQ&oe=639A4CCF
2017-08-08-ays-daily-digest-08-08-17-afghan-youths-in-sweden-have-had-enough-of-the-deportations-192aac4fa6be.md,https://media.euobserver.com/67d8a895a21062b5144916f1c9544e42-800x.jpg
2017-08-08-ays-daily-digest-7-8-17-a-growing-number-of-arrivals-and-of-obstacles-1bfec1b0b443.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20691333_1416417831768298_7344235042110963712_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=776239&_nc_ohc=EUcJbmV6QrAAX-hS1HS&_nc_ht=scontent.flis6-1.fna&oh=00_AfDl4bLCg7_VvSe7JvZNVb87ESO0M_n3syOCTnd-fF5QjA&oe=639B0C5E
2017-08-10-ays-daily-digest-09-08-2017-3d5049c8e551.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20774051_289962084805590_4312423546329497600_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=776239&_nc_ohc=m3P3mPz970IAX921--N&_nc_ht=scontent.flis6-1.fna&oh=00_AfAKo9JIARvB43cEq9y2-uR63MvEnAM73KzJDDR1RNeFGw&oe=639A423B
2017-08-10-ays-daily-digest-09-08-2017-3d5049c8e551.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20767439_472569123103766_8088454816109428736_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=776239&_nc_ohc=PAM-v3F6vu8AX-hdDHs&_nc_ht=scontent.flis6-1.fna&oh=00_AfAIYR_rWhhzzBrh4uwWCMIsyqwh7rV7JyrjC026GqnjZQ&oe=639B886F
2017-08-11-ays-daily-digest-10-08-2017-rhodes-another-island-same-shameful-camps-327832412d31.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20746456_1754169701542032_2639117602206515200_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=776239&_nc_ohc=BFU5SKGCt6wAX9JYU5l&_nc_ht=scontent.flis6-1.fna&oh=00_AfC0V5dZ0NC2lLGzR7nkkFGTyezVnNpQM4SLhN8ILZeiBg&oe=639A3503
2017-08-11-ays-daily-digest-10-08-2017-rhodes-another-island-same-shameful-camps-327832412d31.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20774106_10155887212523690_8466586983844544512_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=776239&_nc_ohc=xFZVlf7Bf30AX_yGTje&_nc_ht=scontent.flis6-1.fna&oh=00_AfBKQL3yB5sFImMXKLd05TU5JwaG-OM7VuD5-nTvd-Ywmw&oe=639B3BEA
2017-08-11-ays-daily-digest-10-08-2017-rhodes-another-island-same-shameful-camps-327832412d31.md,https://scontent.flis6-1.fna.fbcdn.net/v/t15.5256-10/20767558_10154990600282217_8318421710328037376_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=776239&_nc_ohc=18Ijw3llZzoAX90HXe9&_nc_ht=scontent.flis6-1.fna&oh=00_AfCJIjNFLN0pqx62Xa6-HtnzFb1TNJnKHRRq7wICnBAIfg&oe=639B75B7
