date,title,url
2022-12-13,"AYS News Digest 12.12.2022: Spotlight on Bulgaria — 70 facing criminal charges",https://medium.com/are-you-syrious/ays-news-digest-12-12-2022-spotlight-on-bulgaria-70-facing-criminal-charges-7a9e79a5a071
2022-12-15,"AYS News Digest 14/12/22: Illegal pushbacks resume at the Italian-Slovenian border",https://medium.com/are-you-syrious/ays-news-digest-14-12-22-illegal-pushbacks-resume-at-the-italian-slovenian-border-ad94504958f3
2022-12-17,"AYS News Digest 15–16/12/22: 15 people pushed back to Turkey",https://medium.com/are-you-syrious/ays-news-digest-15-16-12-22-15-people-pushed-back-to-turkey-ab93205eb11f
2022-12-20,"AYS News Digest 20.12.2022: UK Rwanda plan “not unlawful” judges rule",https://medium.com/are-you-syrious/ays-news-digest-20-12-2022-uk-rwanda-plan-not-unlawful-judges-rule-a727a23de9de
2022-12-23,"AYS News Digest 22/12/22: EU Member State’s attempt to cover up their crime",https://medium.com/are-you-syrious/ays-news-digest-22-12-22-eu-member-states-attempt-to-cover-up-their-crime-510739fad7ed
2022-12-24,"AYS Special: Dunkirk, France — Roots reflection on the year",https://medium.com/are-you-syrious/ays-special-dunkirk-france-roots-reflection-on-the-year-9e4c17406471
2022-12-27,"AYS Special: Happy Christmas and welcome to the streets",https://medium.com/are-you-syrious/ays-special-happy-christmas-and-welcome-to-the-streets-d7d40c56e42
2022-12-29,"AYS Special from Greece: The Eye —An asylum-seeker’s account on pushbacks and life in Samos Refugee…",https://medium.com/are-you-syrious/ays-special-from-greece-the-eye-an-asylum-seekers-account-on-pushbacks-and-life-in-samos-refugee-111792b7cd1b
2022-12-31,"AYS Special: Climate change and migration",https://medium.com/are-you-syrious/ays-special-climate-change-and-migration-213826522f86
2023-01-02,"AYS UK Special: Another year of Home Office negligence, incompetence, and chaos",https://medium.com/are-you-syrious/ays-uk-special-another-year-of-home-office-negligence-incompetence-and-chaos-1b998fe55279
2023-01-05,"AYS Special: The Black Book of Pushbacks",https://medium.com/are-you-syrious/ays-special-the-black-book-of-pushbacks-cf665ccdbb79
2023-01-10,"AYS News Digest 09/01/23: Trial of Human Rights Defenders in Lesvos Begins",https://medium.com/are-you-syrious/ays-news-digest-9-01-23-trial-of-human-rights-defenders-in-lesvos-begins-e986700cc7e0
2023-01-11,"AYS Digest 12/01/23: #Free Them All — A year since the attack on peaceful protesters outside UNHCR…",https://medium.com/are-you-syrious/ays-digest-12-01-23-free-them-all-a-year-since-the-attack-on-peaceful-protesters-outside-unhcr-fda6e28f4bd4
2023-01-14,"AYS News Digest 13/1/23: Active rescuers vs. the inert officials — a permanent battle",https://medium.com/are-you-syrious/ays-news-digest-13-1-23-active-rescuers-vs-the-inert-officials-a-permanent-battle-2b0cfdc0faf9
2023-01-17,"AYS News Digest 16.01.2022: Evros Border Wall — with or without EU funding",https://medium.com/are-you-syrious/ays-news-digest-16-01-2022-evros-border-wall-with-or-without-eu-funding-c6909e8fb09e
2023-01-19,"AYS News Digest 18/1/23: Croatia in violation of Convention, and has to pay fire survivor, ECHR…",https://medium.com/are-you-syrious/ays-news-digest-18-1-23-croatia-in-violation-of-convention-and-has-to-pay-fire-survivor-echr-90527898ee66
2023-01-21,"AYS News Digest 20.01.23: Refugees ignored and abandoned by the UK",https://medium.com/are-you-syrious/ays-news-digest-20-01-23-refugees-ignored-and-abandoned-by-the-uk-a5f09a79c043
2023-01-24,"AYS Digest 24/1/23: Unaccompanied minors ‘under Home Office protection’ go missing in the UK",https://areyousyrious.medium.com/ays-digest-24-1-23-unaccompanied-minors-under-home-office-protection-go-missing-in-the-uk-d64c9b35b495
2023-01-26,"AYS News Digest 25/1/23: Greek Interior Minister accused of intimidation",https://medium.com/are-you-syrious/ays-news-digest-25-1-23-greek-interior-minister-accused-of-intimidation-a169d098b733
2023-01-30,"AYS News Digest 27.1.23: Rwanda deportation notices served to vulnerable people",https://medium.com/are-you-syrious/ays-news-digest-27-1-23-rwanda-deportation-notices-served-to-vulnerable-people-b05af024a2e0
2023-01-31,"AYS News Digest 30/01/23: Italian government seeks stronger co-operation with Libya",https://medium.com/are-you-syrious/ays-news-digest-30-01-23-italian-government-seeks-stronger-cooperation-with-libya-b846c56515a8
2023-02-02,"AYS News Digest 1/2/23: Decree is “contrary to Italy’s obligations under human rights and…",https://medium.com/are-you-syrious/ays-news-digest-1-2-23-decree-is-contrary-to-italys-obligations-under-human-rights-and-1e67b7210322
2023-02-05,"AYS News Digest 3/2/23: Civil Fleet ships diverted from SAR zones by Italian authorities",https://areyousyrious.medium.com/ays-news-digest-3-2-23-civil-fleet-ships-diverted-from-sar-zones-by-italian-authorities-5b15b69c0ec6
2023-02-07,"AYS News Digest 6/2/23: Death toll in Syria and Turkey continues to rise following devastating…",https://medium.com/are-you-syrious/ays-news-digest-7-2-23-death-toll-in-syria-and-turkey-continue-to-rise-following-devastating-e36972b155e8
2023-02-09,"AYS News Digest 8/2/23: Clock ticks for rescue operations in northwest Syria and in Turkey",https://medium.com/are-you-syrious/ays-news-digest-8-2-23-clock-ticks-for-rescue-operations-in-north-west-syria-and-turkey-3ab5132bbcbb
2023-02-11,"AYS News Digest 10/02/23: EU Commission Summit — Will the EU commit to funding border fences?",https://medium.com/are-you-syrious/ays-news-digest-10-02-23-eu-commission-summit-will-the-eu-commit-to-funding-border-fences-7d1f5f2ee0a4
2023-02-14,"AYS News Digest 13/02/2023: More deaths at Europe’s borders",https://medium.com/are-you-syrious/ays-news-digest-13-02-2023-more-deaths-at-europeans-borders-7130710629af
2023-02-16,"AYS News Digest 15/2/2023: Italy SAR decree becomes law",https://medium.com/are-you-syrious/ays-news-digest-15-3-2023-italy-sar-decree-becomes-law-18e6a0e3928
2023-02-18,"AYS News Digest 17/02/23: A growing refugee crisis in Somaliland as 60,000 people flee conflict in…",https://areyousyrious.medium.com/ays-news-digest-17-02-23-a-growing-refugee-crisis-in-somaliland-as-60-000-people-flee-conflict-in-fbd4b1c17ca2
2023-02-21,"AYS News Digest 20/02/23: People seeking protection died in a truck in Bulgaria",https://medium.com/are-you-syrious/ays-news-digest-20-02-23-people-seeking-protection-died-in-a-truck-in-bulgaria-d1989a38d254
2023-02-23,"AYS News Digest 22/2/23: What causes serious asylum backlog in the UK?",https://medium.com/are-you-syrious/ays-news-digest-22-2-23-what-causes-serious-asylum-backlog-in-the-uk-48ff4db7385a
2023-02-25,"AYS Digest 24/02/23 — “I couldn’t walk for 10 days”: Violence and Abuse in Greek Detention",https://medium.com/are-you-syrious/ays-digest-24-02-23-i-couldnt-walk-for-10-days-violence-and-abuse-in-greek-detention-ccb8a96bde60
2023-02-28,"AYS News Digest 27/02/23: The Death Toll Continues to Rise in the Med",https://medium.com/are-you-syrious/asy-news-digest-27-02-23-the-death-toll-continues-to-rise-in-the-med-a1c1b8f2fc24
2023-03-04,"AYS News Digest 04/03/23: Strangling the Civil fleet SAR operations — how far will European…",https://medium.com/are-you-syrious/ays-news-digest-04-03-23-strangling-the-civil-fleet-sar-operations-how-far-will-european-582fd011d89f
2023-03-05,"AYS Special: Rising Abductions of Baloch Women and Human Rights Abuses in Pakistan",https://medium.com/are-you-syrious/ays-special-rising-abductions-of-baloch-women-and-human-rights-abuses-in-pakistan-e1607e36744d
2023-03-09,"AYS News Digest 8.3.2023: International Women’s Day",https://medium.com/are-you-syrious/ays-news-digest-8-3-2023-international-womens-day-d78c449951d6
2023-03-11,"AYS News Digest 10/03/23: #StoptheBill",https://medium.com/are-you-syrious/ays-news-digest-10-03-23-stopthebill-f72af2d4fdc7
2023-03-14,"AYS Digest 13/03/23: EU Migration Policy at Work — 2 Weeks, Three Shipwrecks, 109 dead, 37 Missing",https://medium.com/are-you-syrious/ays-digest-13-03-23-eu-migration-policy-at-work-2-weeks-three-shipwrecks-109-dead-37-missing-1f38993c00b
2023-03-16,"AYS News Digest 15/3/23: New deaths in the sea, old issues",https://medium.com/are-you-syrious/ays-news-digest-15-3-23-new-deaths-in-the-sea-old-issues-3398465909e7
2023-03-18,"AYS News Digest 17/03/23: Largest scale eviction so far this year on Serbia-Hungary Border",https://medium.com/are-you-syrious/ays-news-digest-17-03-23-largest-scale-eviction-so-far-this-year-on-serbia-hungary-border-5310739d5e33
2023-03-21,"AYS News Digest 20/03/23: 20 Year Anniversary of Iraq War",https://medium.com/are-you-syrious/ays-news-digest-20-03-23-20-year-anniversary-of-iraq-war-533c3fa348a7
2023-03-23,"AYS News Digest 22/3/23: 11 people on hunger strike",https://medium.com/are-you-syrious/ays-news-digest-22-3-23-11-people-on-hunger-strike-4851371b1efc
2023-03-25,"AYS News Digest 24/3/23: Discrimination in Turkey-Syria Earthquake Response",https://medium.com/are-you-syrious/ays-news-digest-24-3-23-discrimination-in-turkey-syria-earthquake-response-d538012ce17b
2023-03-28,"AYS News Digest 27/03/2023: Shots fired by Libyan coastguard during a rescue of people in distress",https://medium.com/are-you-syrious/ays-news-digest-27-03-2023-shots-fired-by-libyan-coastguards-during-a-rescue-of-people-in-distress-26c9284b32e2
2023-03-31,"AYS News Digest 29/03/23: Croatia returning people to Bosnia, everyone confused",https://medium.com/are-you-syrious/ays-news-digest-29-3-23-croatia-returning-people-to-bosnia-everyone-confused-dc012cdfc123
2023-04-01,"AYS News Digest 31/03/23: Worsening situation for migrant people in North Africa",https://medium.com/are-you-syrious/ays-news-digest-31-03-23-worsening-situation-for-migrant-people-in-north-africa-f4858ba159bd
2023-04-05,"AYS News Digest 04/04/23: Geo Barents rescues 440 people off Malta",https://medium.com/are-you-syrious/ays-news-digest-04-04-23-geo-barents-rescues-440-people-off-malta-ee5089a9e72e
2023-04-06,"AYS News Digest: Secret unofficial police WhatsApp group for pushbacks included Croatia’s top…",https://medium.com/are-you-syrious/ays-news-digest-secret-unofficial-police-whatsapp-group-for-pushbacks-included-croatias-top-80e0ca4b555
2023-04-08,"AYS News Digest 6–7/4/2023: No evidence to support UK “economic migrant” claims",https://medium.com/are-you-syrious/ays-news-digest-6-7-4-2023-no-evidence-to-support-uk-economic-migrant-claims-7ef47dfec0a5
2023-04-11,"AYS News Digest 10/04/2023: 400 people waiting for rescue for days in the Mediterranean",https://medium.com/are-you-syrious/ays-news-digest-10-04-2023-400-people-waiting-for-rescue-for-days-in-the-mediterranean-e814e4dc6997
2023-04-13,"AYS News Digest 13/04/23: Violence against Sub-Saharans in Tunisia",https://areyousyrious.medium.com/ays-news-digest-13-04-23-violence-against-sub-saharans-in-tunisia-bb50e32b0a57
2023-04-18,"AYS News Digest 17/04/23: The problems of the immigration and asylum system in the UK",https://medium.com/are-you-syrious/ays-news-digest-17-04-23-the-problems-of-the-immigration-and-asylum-system-in-the-uk-3be824f4b362
2023-04-20,"AYS News Digest 20/04/23: Legalisation of Pushbacks in Lithuania",https://areyousyrious.medium.com/ays-news-digest-20-04-23-legalisation-of-pushbacks-in-lithuania-70e4b31ee1a
2023-04-22,"AYS News Digest 22/04/23: Eid al-Fitr — Celebration and joy among violence and displacement for…",https://medium.com/are-you-syrious/ays-news-digest-22-04-23-eid-al-fitr-celebration-and-joy-among-violence-and-displacement-for-c7791c931229
2023-04-25,"AYS News Digest 24.04.23: Lithuania: EC Council say Human rights must be upheld",https://medium.com/are-you-syrious/ays-news-digest-24-4-23-lithuania-ec-council-say-human-rights-must-be-upheld-66d57789b601
2023-04-27,"AYS News Digest 26/04/2023: Fatmata family ask for justice",https://medium.com/are-you-syrious/ays-news-digest-26-04-2023-fatmata-family-ask-for-justice-223f6f3b95ba
2023-04-29,"AYS News Digest 28/04/23: Nearly 300 deaths in the Mediterranean in the last 10 days",https://medium.com/are-you-syrious/ays-news-digest-28-04-23-nearly-300-deaths-in-the-mediterranean-in-the-last-10-days-2a7e4b09bc87
2023-05-05,"AYS News Digest 3/5/23: even more deportations from Lebanon to Syria",https://medium.com/are-you-syrious/ays-news-digest-3-5-23-even-more-deportations-from-lebanon-to-syria-d91c810f445d
2023-05-06,"AYS News Digest 5/5/23: Greek police shoot an unarmed man in the head, no one reports anything",https://medium.com/are-you-syrious/ays-news-digest-06-05-2023-greek-police-shoot-an-unarmed-man-in-the-head-no-one-reports-anything-1b3b90839376
2023-05-09,"AYS News Digest 8/05/23: The consequences of European involvement in border control in Sudan, Niger…",https://medium.com/are-you-syrious/ays-news-digest-8-05-23-the-consequences-of-european-involvement-in-border-control-in-sudan-niger-200097d326d3
2023-05-11,"AYS News Digest 11/05/23: Syrian refugees face mounting threats in Turkey and Lebanon",https://areyousyrious.medium.com/ays-news-digest-11-05-23-syrian-refugees-face-mounting-threats-in-turkey-and-lebanon-6900bc4669b2
2023-05-13,"AYS News Digest 13/05/2023: AI surveillance banned in Europe — except for tracking people on the…",https://areyousyrious.medium.com/ays-news-digest-13-05-2023-ai-surveillance-banned-in-europe-except-for-tracking-people-on-the-d103e7a586b0
2023-05-16,"AYS News Digest 16/05/23: What’s going on with Frontex? Prioritising PR over people",https://areyousyrious.medium.com/ays-news-digest-16-05-23-whats-going-on-with-frontex-prioritising-pr-over-people-b320829bf84c
2023-05-18,"AYS News Digest 17/5/23: Appeal for help for 500 unaccompanied minors",https://medium.com/are-you-syrious/ays-news-digest-17-5-23-appeal-for-help-for-the-500-unaccompanied-minors-3d0e8c9efdde
2023-05-23,"AYS News Digest 23/05/23: Pushbacks in the Aegean, verified by video investigation",https://medium.com/are-you-syrious/ays-news-digest-23-05-23-pushbacks-in-the-aegean-verified-by-video-investigation-e0359816d56e
2023-05-25,"AYS News Digest 24/05/23: Marginalisation and criminalisation of asylum seekers must end; protests…",https://medium.com/are-you-syrious/ays-news-digest-24-05-23-marginalisation-and-criminalisation-of-asylum-seekers-must-end-protests-16e3aede90c2
2023-05-27,"AYS News Digest 26.5.2023: Pushed back by commercial vessel",https://medium.com/are-you-syrious/ays-news-digest-26-5-2023-pushed-back-by-commercial-vessel-a4452aec0cbc
2023-05-30,"AYS News Digest 29/05/23: More than 20 people stranded for days at Polish-Belarusian border",https://medium.com/are-you-syrious/ays-news-digest-29-05-23-more-than-20-people-stranded-for-days-at-polish-belarus-border-bef91963e1b1
2023-06-01,"AYS News Digest 31/05/23: Systematic Pushbacks at Austrian-German Border",https://medium.com/are-you-syrious/ays-news-digest-31-05-23-systematic-pushbacks-at-austrian-german-border-c141e8387ad6
2023-06-03,"AYS News Digest 2/6/23: IRC Report on Afghanistan 2 years on — case studies, shocking statistics…",https://medium.com/are-you-syrious/ays-news-digest-2-6-23-irc-report-on-afghanistan-2-years-on-case-studies-shocking-statistics-fa54994fbe30
2023-06-06,"AYS News Digest 5/6/2023: Yet another rescue ship detained in Italy",https://medium.com/are-you-syrious/ays-news-digest-5-6-2023-yet-another-rescue-ship-detained-in-italy-954dc15e740e
2023-06-09,"AYS News Digest 7/06/23: A young man was shot by Turkish authorities at the border with Greece",https://medium.com/are-you-syrious/ays-news-digest-7-06-23-a-young-man-was-shot-by-turkish-authorities-at-the-border-with-greece-b66084cb0c54
2023-06-13,"AYS News Digest 12/06/23: New EU agreement on migration",https://medium.com/are-you-syrious/ays-news-digest-12-06-23-new-eu-agreement-on-migration-6295f8903f84
2023-06-15,"AYS News Digest 14/6/23: Foul play as hundreds dead after Greek shipwreck tragedy",https://medium.com/are-you-syrious/ays-news-digest-14-6-23-foul-play-as-hundreds-dead-after-greek-shipwreck-tragedy-ed5fdf891640
2023-06-20,"AYS News Digest 20/06/2023: World Refugee Day — what do refugees think?",https://areyousyrious.medium.com/ays-news-digest-20-06-2023-world-refugee-day-what-do-refugees-think-5480a8f201ba
2023-06-22,"AYS News digest 21/06/23: Use of relocation procedures by EU to hinder people’s right to claim…",https://medium.com/are-you-syrious/ays-news-digest-21-06-23-use-of-relocation-procedures-by-eu-to-hinder-peoples-right-to-claim-b846f9ff95a1
2023-06-27,"AYS News Digest 26/6/23: Hellenic Coast Guard beat up, shoot at, handcuff, and blindfold…",https://medium.com/are-you-syrious/ays-news-digest-26-6-23-hellenic-coast-guard-beating-up-shooting-at-handcuffing-and-ce171b2b8762
2023-06-29,"AYS News Digest 29/06/23: Rwanda Deportation Plan ruled unlawful in UK Court",https://areyousyrious.medium.com/ays-news-digest-29-06-23-rwanda-deportation-plan-ruled-unlawful-in-uk-court-4eecdbb0d6dc
2023-07-04,"AYS News Digest 3.7.23: Lighthouse Reports — evidence of Greek involvement in shipwreck",https://medium.com/are-you-syrious/ays-news-digest-3-7-23-lighthouse-reports-evidence-of-greek-involvement-in-shipwreck-44adc3dd6a38
2023-07-07,"AYS News Digest 5/7/23: Appeal against instrumentalisation of people on the move",https://medium.com/are-you-syrious/ays-news-digest-5-7-23-appeal-against-instrumentalisation-of-people-on-the-move-a8ac71f8800
2023-07-08,"AYS News Digest 7/07/2023: Mass expulsions of sub-Saharan people from Tunisia to Libya",https://medium.com/are-you-syrious/ays-news-digest-7-07-2023-mass-expulsions-of-sub-saharan-people-from-tunisia-to-libya-54d000e01074
2023-07-11,"AYS News Digest 10.7.23: Leaked Letter: EU Commission pledges more funds for external borders",https://medium.com/are-you-syrious/ays-news-digest-10-7-23-leaked-letter-eu-commission-pledges-more-funds-for-external-borders-bdd7d6592e9d
2023-07-13,"AYS News Digest 12/07/23: Pylos Tragedy — where will Greece go from here?",https://areyousyrious.medium.com/ays-news-digest-12-07-23-pylos-tragedy-where-will-greece-go-from-here-7e833066672b
2023-07-15,"AYS News Digest 14/07/23: A month after the Pylos shipwreck",https://medium.com/are-you-syrious/ays-news-digest-14-07-23-a-month-after-the-pylos-shipwreck-d32d041a6bca
2023-07-19,"AYS News Digest 17/7/23: EU in (another) deal with an authoritarian regime to prevent movement of…",https://medium.com/are-you-syrious/ays-news-digest-17-7-23-eu-in-another-deal-with-an-authoritarian-regime-to-prevent-movement-of-6ccb6a9cf826
2023-07-22,"AYS News Digest 21/07/23: The UK’s recycled detention barge with its roots in slavery",https://medium.com/are-you-syrious/ays-news-digest-21-07-23-the-uks-recycled-detention-barge-with-its-roots-in-slavery-6a573ed0b065
2023-07-25,"AYS News Digest 24/07/23: More Deaths at the Tunisian Border as Meloni Courts Saied",https://medium.com/are-you-syrious/ays-news-digest-24-07-23-another-deaths-at-the-tunisian-as-meloni-courts-saied-e4467f91dd25
2023-07-27,"AYS News Digest 27/07/23: Shipwrecks off Senegal and Malta claim 23 lives",https://areyousyrious.medium.com/ays-news-digest-27-07-23-shipwrecks-off-senegal-and-malta-claim-23-lives-c7a99743756c
2023-07-29,"AYS News Digest 28/07/23: 901 Bodies Recovered off Tunisia",https://medium.com/are-you-syrious/ays-news-digest-28-07-23-901-bodies-recovered-off-tunisia-7f51da5ed865
